"curs","any","codi_centre","denominaci_completa","codi_naturalesa","nom_naturalesa","codi_titularitat","nom_titularitat","adre_a","codi_postal","tel_fon","codi_delegaci","nom_delegaci","codi_comarca","nom_comarca","codi_municipi","codi_municipi_6","nom_municipi","codi_districte_municipal","nom_dm","codi_localitat","nom_localitat","coordenades_utm_x","coordenades_utm_y","coordenades_geo_x","coordenades_geo_y","e_mail_centre","url","imatge","einf1c","einf2c","epri","eso","batx","aa01","cfpm","ppas","aa03","cfps","ee","ife","pfi","pa01","cfam","pa02","cfas","esdi","escm","escs","adr","crbc","idi","dane","danp","dans","muse","musp","muss","tegm","tegs","estr","adults","geo_1"
"2020/2021","2020","43003549","Vedruna Sagrat Cor Tarragona","2","Privat","22","Fundacions","c. Santa Joaquima de Vedruna, 10","43002","977217979","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353191.448","4572271.881","1.246756443","41.288548614","e3003549@xtec.cat","http://www.sagratcor.cat",,"EINF1C","EINF2C","EPRI","ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1246756443 41288548614)"
"2020/2021","2020","43003550","Santa Teresa de Jesús","2","Privat","22","Fundacions","rbla. Nova, 79","43003","977248800","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","354168.406","4572337.356","1.258402783","41.289315196","e3003550@xtec.cat","http://tarragona.escolateresiana.com",,,"EINF2C","EPRI","ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1258402783 41289315196)"
"2020/2021","2020","43003586","Sant Pau Apòstol","2","Privat","23","Església Catòlica","pg. Torroja, 1","43007","977224314","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","324992.592","4539824.231","0.919446598","40.990833622","e3003586@xtec.cat","http://www.colsantpau.com",,"EINF1C","EINF2C","EPRI","ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (919446598 40990833622)"
"2020/2021","2020","43003616","CEE San Rafael","1","Públic","04","Corporacions Locals","ctra. de Valls, 45","43007","977211758","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","319837.843","4543089.065","0.857253138","41.019101357","e3003616@xtec.cat",,,,,,,,,,,,,"EE",,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (857253138 41019101357)"
"2020/2021","2020","43003631","Estela","2","Privat","22","Fundacions","ctra. de Valls, s/n (Zona Educacional)","43007","977216316","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","377586.889","4564107.248","1.539634900","41.219095034","e3003631@xtec.cat",,,,,,,,,,,,,"EE",,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1539634900 41219095034)"
"2020/2021","2020","43003641","Institut Antoni de Martí i Franquès","1","Públic","01","Departament d'Educació","c. Enric d'Ossó, 3","43005","977240214","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","377369.425","4564620.453","1.536938392","41.223683495","e3003641@xtec.cat","http://www.institutmartifranques.com/",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1536938392 41223683495)"
"2020/2021","2020","43003653","Institut Comte de Rius","1","Públic","01","Departament d'Educació","ctra. de Valls, s/n (Zona Educacional)","43007","977241384","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","376427.339","4563477.510","1.525933392","41.213248061","e3003653@xtec.cat","http://www.comtederius.cat",,,,,,"BATX","AA01","CFPM",,"AA03","CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1525933392 41213248061)"
"2020/2021","2020","43003690","Escola de Pràctiques","1","Públic","01","Departament d'Educació","ctra. Valls, s/n(Zona Educacional)","43007","977217711","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","376180.489","4563579.009","1.522969161","41.214124321","e3003690@xtec.cat","https://agora.xtec.cat/ceip-practiques-tarragona/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1522969161 41214124321)"
"2020/2021","2020","43003707","Mare Nostrum","2","Privat","26","Societats Mercantils","Camí Nou de la Budellera, s/n","43007","977290613","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","376244.837","4563561.350","1.523740091","41.213975151","e3003707@xtec.cat","http://www.cole-marenostrum.com",,,"EINF2C","EPRI","ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1523740091 41213975151)"
"2020/2021","2020","43003719","Espallargas","2","Privat","26","Societats Mercantils","c. Castellers, 1-3-5-7-9","43002","977230751","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","349403.246","4563683.275","1.203657307","41.210524135","e3003719@xtec.cat","http://www.escolaespallargas.com",,,,,,,,"CFPM",,,"CFPS",,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1203657307 41210524135)"
"2020/2021","2020","43003720","Escola El Miracle","1","Públic","01","Departament d'Educació","pl. del Cardenal Arce Ochotorena, s/n","43003","977239922","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","326820.978","4553297.600","0.937383385","41.112515367","e3003720@xtec.cat","http://blocs.xtec.cat/elmiracle/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (937383385 41112515367)"
"2020/2021","2020","43003732","Institut Pons d'Icart","1","Públic","01","Departament d'Educació","c. Assalt, 4","43003","977237927","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","362695.687","4574356.698","1.359743207","41.308992934","e3003732@xtec.cat","http://www.instiutponsdicart.cat",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1359743207 41308992934)"
"2020/2021","2020","43003756","Escola Torreforta","1","Públic","01","Departament d'Educació","c. Tortosa, 49","43006","977543408","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","343000.363","4549717.735","1.130895996","41.083573187","e3003756@xtec.cat","http://agora.xtec.cat/escola-torreforta/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1130895996 41083573187)"
"2020/2021","2020","43003768","Escola Els Àngels","1","Públic","01","Departament d'Educació","c. Menorca, 24","43006","977544489","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","342678.403","4550111.373","1.126964306","41.087054993","e3003768@xtec.cat","http://www.escolaelsangels.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1126964306 41087054993)"
"2020/2021","2020","43003793","La Salle Torreforta","2","Privat","24","Ordes i Congregacions Catòlics","c. Sant Benilde, 15","43006","977543209","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","344524.953","4552674.066","1.148289772","41.110483083","e3003793@xtec.cat","http://www.torreforta.lasalle.cat/",,,"EINF2C","EPRI","ESO",,,"CFPM",,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1148289772 41110483083)"
"2020/2021","2020","43005169","Escola Pau Delclòs","1","Públic","01","Departament d'Educació","c. Méndez Núñez, 14","43004","977234316","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","347286.244","4555003.269","1.180581548","41.131977847","e3005169@xtec.cat","http://escolapaudelclos@xtec.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1180581548 41131977847)"
"2020/2021","2020","43005170","Escola La Floresta","1","Públic","01","Departament d'Educació","Urbanització la Floresta","43006","977547807","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","350575.927","4557404.695","1.219171247","41.154211691","e3005170@xtec.cat","http://agora.xtec.cat/esc-lafloresta/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1219171247 41154211691)"
"2020/2021","2020","43005686","Escola Riu Clar","1","Públic","01","Departament d'Educació","Urbanització Riu Clar, s/n","43006","977548109","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","342020.878","4558346.359","1.117021149","41.161068524","e3005686@xtec.cat","https://agora.xtec.cat/ceip-rct/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1117021149 41161068524)"
"2020/2021","2020","43005704","Institut Francesc Vidal i Barraquer","1","Públic","01","Departament d'Educació","av. Lluís Companys, 1","43005","977212836","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","317808.853","4558252.891","0.828646993","41.155149538","e3005704@xtec.cat","https://www.vidalibarraquer.net/",,,,,"ESO","BATX",,"CFPM",,"AA03","CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (828646993 41155149538)"
"2020/2021","2020","43005731","La Muntanyeta","2","Privat","31","Associacions","c.Muntanyeta S.Pere/ctra. Pallaresos Km1","43007","977217604","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","365043.305","4599046.030","1.382268657","41.531691678","e3005731@xtec.cat",,,,,,,,,,,,,"EE",,,,,,,,,,,,,,,,,,,,,,,"POINT (1382268657 41531691678)"
"2020/2021","2020","43005911","Escola Campclar","1","Públic","01","Departament d'Educació","Urbanització Verge del Pilar, s/n","43006","977548280","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","352690.158","4552669.409","1.245493795","41.111962883","e3005911@xtec.cat","http://www.xtec.cat/ceip-campclar",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1245493795 41111962883)"
"2020/2021","2020","43005959","Escola Cèsar August","1","Públic","01","Departament d'Educació","c. Joan Bta. Plana, 9","43005","977230352","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","314503.580","4528022.588","0.798366497","40.882281790","e3005959@xtec.cat","http://agora.xtec.cat/ceipcesaraugust/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (798366497 40882281790)"
"2020/2021","2020","43006125","Institut Campclar","1","Públic","01","Departament d'Educació","Rambla de Ponent, 66","43006","977541007","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353382.633","4553785.059","1.253471398","41.122133326","e3006125@xtec.cat","http://www.inscampclar.cat",,,,,"ESO","BATX",,"CFPM",,,,,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1253471398 41122133326)"
"2020/2021","2020","43006162","Solc","2","Privat","21","Cooperatives","c. Apodaca, 3","43004","977554375","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","286183.713","4490710.496","0.475257355","40.539573978","e3006162@xtec.cat","https://sites.google.com/view/ceepsirsolc/home",,,,,,,,,,,,"EE",,,,,,,,,,,,,,,,,,,,,,,"POINT (475257355 40539573978)"
"2020/2021","2020","43006253","EASD de Tarragona","1","Públic","04","Corporacions Locals","ctra.de Valls, s/n,Zona Educacional","43007","977211253","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","340080.400","4558824.203","1.093779744","41.164990195","e3006253@xtec.cat","http://www.dipta.cat/eadt",,,,,,,,,,,,,,,,,,"CFAS","ESDI",,,,,,,,,,,,,,,,"POINT (1093779744 41164990195)"
"2020/2021","2020","43006265","Escola de Dansa Artemis","2","Privat","41","Persones Físiques","ptge. Cobos, 5-7","43001","977218626","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","336475.427","4555831.224","1.051630663","41.137326046","e3006265@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,"DANE",,,,,,,,,,"POINT (1051630663 41137326046)"
"2020/2021","2020","43006277","Cons. de Música de Tarragona","1","Públic","04","Corporacions Locals","c. Cavallers, 10","43003","977235830","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","325028.177","4540189.222","0.919766051","40.994127009","e3006277@xtec.cat","https://www.dipta.cat/cmtarragona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSP",,,,,,"POINT (919766051 40994127009)"
"2020/2021","2020","43006563","Escola Marcel·lí Domingo","1","Públic","01","Departament d'Educació","ctra. Pallaresos (Ub. S. Pere i S.Pau)","43007","977225465","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","336322.001","4556280.638","1.049683739","41.141341104","e3006563@xtec.cat","http://blocs.xtec.cat/escolamdomingo",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1049683739 41141341104)"
"2020/2021","2020","43006630","Institut Pere Martell","1","Públic","01","Departament d'Educació","Autovia de Salou, s/n","43006","977556338","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","380725.901","4566522.970","1.576599669","41.241317600","e3006630@xtec.cat","http://www.institutperemartell.cat",,,,,,"BATX",,"CFPM",,"AA03","CFPS",,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1576599669 41241317600)"
"2020/2021","2020","43006940","EOI de Tarragona","1","Públic","01","Departament d'Educació","C. Smith, 55","43001","977226936","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","363042.471","4578496.100","1.362951414","41.346323240","e3006940@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,"IDI",,,,,,,,,,,"POINT (1362951414 41346323240)"
"2020/2021","2020","43007051","CFA Josepa Massanés i Dalmau","1","Públic","01","Departament d'Educació","c. Fra Antoni Cardona i Grau, s/n","43002","977237860","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","341614.719","4556278.672","1.112716701","41.142373692","e3007051@xtec.cat",,,,,,,,"AA01",,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1112716701 41142373692)"
"2020/2021","2020","43007117","Escola Pax","1","Públic","01","Departament d'Educació","av. Josep Gramunt i Subiela, 55-57","43007","977217757","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","341047.655","4558744.909","1.105323813","41.164466503","e3007117@xtec.cat","http://agora.xtec.cat/ceippax/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1105323813 41164466503)"
"2020/2021","2020","43007713","Llar d'infants El Ninot","1","Públic","04","Corporacions Locals","c. Riu Onyar, s/n (Campclar)","43006","977550230","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","341014.630","4558174.890","1.105078248","41.159328127","e3007713@xtec.cat","https://blocs.xtec.cat/llardinfantsmunicipalelninot/",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1105078248 41159328127)"
"2020/2021","2020","43007725","Llar d'infants La Taronja","1","Públic","04","Corporacions Locals","c. Riu Llobregat, s/n (Campclar)","43006","977550220","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","340666.801","4557288.336","1.101165133","41.151278181","e3007725@xtec.cat","http://www.xtec.cat/centres/e3007725",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1101165133 41151278181)"
"2020/2021","2020","43007853","Llar d'infants La Baldufa","1","Públic","01","Departament d'Educació","ctra. de València, s/n(barri del Pilar)","43006","977540609","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","368123.049","4601391.804","1.418657388","41.553326246","e3007853@xtec.cat","http://llarinfantslabaldufa.blogspot.com",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1418657388 41553326246)"
"2020/2021","2020","43007981","Bao Bab","2","Privat","21","Cooperatives","Via Augusta, 34","43003","977238832","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","341113.968","4556776.860","1.106623925","41.146761030","e3007981@xtec.cat","http://www.xtec.cat/centres/e3007981",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1106623925 41146761030)"
"2020/2021","2020","43008390","Institut Torreforta","1","Públic","01","Departament d'Educació","c. Móra d'Ebre, s/n","43006","977545721","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","290070.355","4521415.027","0.510845429","40.816916139","e3008390@xtec.cat","https://agora.xtec.cat/instorreforta",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (510845429 40816916139)"
"2020/2021","2020","43008432","Institut Sant Pere i Sant Pau","1","Públic","01","Departament d'Educació","c. de l'Institut, s/n","43007","977213248","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"10","Sant Pere i Sant Pau","342671.692","4549437.428","1.127056785","41.080985976","e3008432@xtec.cat","http://www.xtec.cat/iesspsp",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1127056785 41080985976)"
"2020/2021","2020","43008501","Institut Pont del Diable","1","Públic","01","Departament d'Educació","av. de Sant Salvador, 17-A","43130","977523011","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"11","Sant Salvador","354643.673","4553409.259","1.268575462","41.118976370","e3008501@xtec.cat","http://www.institutpontdeldiable.cat",,,,,"ESO",,,"CFPM",,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1268575462 41118976370)"
"2020/2021","2020","43008560","Àngel de la Guarda","2","Privat","27","Societats Civils","c. Prat de la Riba, 18","43001","977221322","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","297975.952","4562039.802","0.591219872","41.184535200","e3008560@xtec.cat","http://www.xtec.cat/centres/e3008560",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (591219872 41184535200)"
"2020/2021","2020","43008687","LLI privada Yo-Ni","2","Privat","21","Cooperatives","c. Rovira i Virgili, 54","43007","977220625","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","369326.572","4558201.329","1.442385978","41.164622908","e3008687@xtec.cat","http://www.xtec.cat/centres/e3008687",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1442385978 41164622908)"
"2020/2021","2020","43008729","CFA Tarragona","1","Públic","01","Departament d'Educació","Perllongació carrer B,s/n(Barri Riu Clar","43006","977551888","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","373529.843","4570983.504","1.489825478","41.280389881","e3008729@xtec.cat","http://agora.xtec.cat/cfatarragona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1489825478 41280389881)"
"2020/2021","2020","43008766","Esc. de Música Municipal","1","Públic","04","Corporacions Locals","c. Armanyà, 10","43003","977245236","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352162.348","4552414.578","1.239271570","41.109572546","e3008766@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1239271570 41109572546)"
"2020/2021","2020","43008778","CFA Fòrum","1","Públic","04","Corporacions Locals","c. Pere Martell, 14 bxs.","43001","977242833","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","344045.184","4564062.179","1.139680500","41.212920981","e3008778@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1139680500 41212920981)"
"2020/2021","2020","43008791","Esc. de Música de la Diputació de Tarragona","1","Públic","04","Corporacions Locals","c. Cavallers, 10","43003","977235830","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","332501.030","4554183.506","1.004753108","41.121681885","e3008791@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1004753108 41121681885)"
"2020/2021","2020","43008997","LLI privada El Niuet","2","Privat","41","Persones Físiques","c. Muntanya Sant Pere, 15(Urb.Pedrol)","43007","977203020","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","341179.815","4556838.364","1.107392261","41.147327644","e3008997@xtec.cat","http://www.xtec.cat/centres/e3008997",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1107392261 41147327644)"
